accuracy,dice_score,iou_score,loss,val_accuracy,val_dice_score,val_iou_score,val_loss,learning_rate,epoch_time,memory_usage,cpu_usage
0.8854444622993469,0.509638786315918,0.4116443395614624,0.18041403591632843,0.7998332381248474,0.48485514521598816,0.3777914047241211,0.182962104678154,0.0010000000474974513,213.6269383430481,130.48046875,99.1
0.9033090472221375,0.5531207323074341,0.4469451904296875,0.17742180824279785,0.8678119778633118,0.46614351868629456,0.3740825653076172,0.1811794638633728,0.0010000000474974513,212.85684323310852,106.10546875,99.3
0.8956557512283325,0.5265652537345886,0.42458200454711914,0.17912009358406067,0.8923307061195374,0.5390634536743164,0.43543216586112976,0.17752407491207123,0.0010000000474974513,214.80228734016418,-32.4765625,98.9
0.9060688018798828,0.5533122420310974,0.44942229986190796,0.17735978960990906,0.9152417778968811,0.5316810011863708,0.4328857660293579,0.1767975240945816,0.0010000000474974513,213.9007682800293,65.10546875,98.5
0.9003463983535767,0.5488397479057312,0.4439498484134674,0.17770341038703918,0.8416035175323486,0.4819999635219574,0.3811129033565521,0.1806371510028839,0.0010000000474974513,397.70288825035095,-57.359375,98.8
0.9006502032279968,0.547747015953064,0.44394275546073914,0.17764432728290558,0.8920204639434814,0.5423645377159119,0.4312940537929535,0.17810165882110596,0.0010000000474974513,221.33861780166626,13.921875,99.3
0.9032315015792847,0.5531363487243652,0.44615212082862854,0.1772916167974472,0.8511455655097961,0.4723092019557953,0.38164398074150085,0.1813473254442215,0.0010000000474974513,222.8071093559265,72.8046875,99.5
0.9092302918434143,0.5684070587158203,0.4656377136707306,0.1763807237148285,0.8955088257789612,0.5094732642173767,0.4122757017612457,0.17780135571956635,0.0010000000474974513,215.79536843299866,-9.34765625,99.0
0.9078157544136047,0.5517139434814453,0.4500678479671478,0.17722336947917938,0.9154919981956482,0.5545900464057922,0.4515022337436676,0.17590755224227905,0.0010000000474974513,211.55442023277283,-57.2890625,97.9
0.9165708422660828,0.5680590867996216,0.4637798070907593,0.17623171210289001,0.9045866131782532,0.5584781169891357,0.4610712230205536,0.1769620180130005,0.0010000000474974513,211.95808005332947,-66.40234375,98.1
0.9071800708770752,0.5633307695388794,0.4582732319831848,0.17680875957012177,0.8686666488647461,0.5306984782218933,0.42576947808265686,0.17866362631320953,0.0010000000474974513,213.0284388065338,-94.8046875,97.6
0.8947365283966064,0.5402730703353882,0.4339895248413086,0.17877599596977234,0.8755538463592529,0.45547398924827576,0.3636491596698761,0.18199490010738373,0.0010000000474974513,210.33158779144287,76.4453125,97.7
0.9049120545387268,0.5711798071861267,0.4612636864185333,0.17650753259658813,0.8777779936790466,0.5038923025131226,0.4111475646495819,0.17843560874462128,0.0010000000474974513,210.73487377166748,68.37109375,97.7
0.9069637060165405,0.5718190670013428,0.4630624055862427,0.17626674473285675,0.9072099328041077,0.5214576721191406,0.42855075001716614,0.176968514919281,0.0010000000474974513,217.20723700523376,-36.62109375,99.0
0.9084557890892029,0.5753481388092041,0.46839049458503723,0.1759176105260849,0.9021444320678711,0.4867978096008301,0.3934614956378937,0.17841464281082153,0.0005000000237487257,218.45157408714294,-154.9609375,98.8
0.9105960130691528,0.5705868601799011,0.46670961380004883,0.17596331238746643,0.8868972659111023,0.523766815662384,0.4181128442287445,0.17851269245147705,0.0005000000237487257,219.77466106414795,139.7265625,99.1
0.9122864007949829,0.575072705745697,0.4687706232070923,0.1757706254720688,0.8853921294212341,0.46677693724632263,0.3930015563964844,0.18121542036533356,0.0005000000237487257,219.3934440612793,32.42578125,98.6
0.9174570441246033,0.5653377175331116,0.46191272139549255,0.17590992152690887,0.8891381621360779,0.45658019185066223,0.36856237053871155,0.17965112626552582,0.0005000000237487257,219.30830836296082,18.0234375,98.5
0.9149398803710938,0.5856360793113708,0.47890445590019226,0.1751108467578888,0.9002368450164795,0.49398601055145264,0.3955376148223877,0.1779308319091797,0.0005000000237487257,222.09056878089905,-159.109375,98.7
